100,2.0798e-06
1100,1.59988e-05
2100,3.22804e-05
3100,4.45946e-05
4100,6.45748e-05
5100,7.48606e-05
6100,9.4159e-05
7100,0.000103517
8100,0.000117084
9100,0.000135153
